DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00092,Alefacept,BiotechDrug,P00736,Complement C1r subcomponent
DB00092,Alefacept,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00092,Alefacept,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00092,Alefacept,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00092,Alefacept,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00092,Alefacept,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00092,Alefacept,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00092,Alefacept,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00092,Alefacept,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00092,Alefacept,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00093,Felypressin,SmallMoleculeDrug,P37288,Vasopressin V1a receptor
DB00094,Urofollitropin,BiotechDrug,P23945,Follicle-stimulating hormone receptor
DB00095,Efalizumab,BiotechDrug,P20701,Integrin alpha-L
DB00095,Efalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00095,Efalizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00095,Efalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00095,Efalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00095,Efalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00095,Efalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00095,Efalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00095,Efalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00095,Efalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00095,Efalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00097,Choriogonadotropin alfa,BiotechDrug,P22888,Lutropin-choriogonadotropic hormone receptor
DB00097,Choriogonadotropin alfa,BiotechDrug,P23945,Follicle-stimulating hormone receptor
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P06126,T-cell surface glycoprotein CD1a
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,Q95460,Major histocompatibility complex class I-related gene protein
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P20701,Integrin alpha-L
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P42081,T-lymphocyte activation antigen CD86
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P01730,T-cell surface glycoprotein CD4
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P05556,Integrin beta-1
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P06756,Integrin alpha-V
DB00098,Antithymocyte immunoglobulin (rabbit),BiotechDrug,P05106,Integrin beta-3
DB00099,Filgrastim,BiotechDrug,Q99062,Granulocyte colony-stimulating factor receptor
DB00099,Filgrastim,BiotechDrug,P08246,Neutrophil elastase
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00742,Coagulation factor X
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P03951,Coagulation factor XI
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P08709,Coagulation factor VII
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00451,Coagulation factor VIII
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P00734,Prothrombin
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,Q07954,Prolow-density lipoprotein receptor-related protein 1
DB00100,Coagulation Factor IX (Recombinant),BiotechDrug,P38435,Vitamin K-dependent gamma-carboxylase
DB00102,Becaplermin,BiotechDrug,P09619,Platelet-derived growth factor receptor beta
DB00102,Becaplermin,BiotechDrug,P16234,Platelet-derived growth factor receptor alpha
DB00102,Becaplermin,BiotechDrug,P01023,Alpha-2-macroglobulin
DB00104,Octreotide,SmallMoleculeDrug,P30872,Somatostatin receptor type 1
DB00104,Octreotide,SmallMoleculeDrug,P35346,Somatostatin receptor type 5
DB00104,Octreotide,SmallMoleculeDrug,P30874,Somatostatin receptor type 2
DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P48551,Interferon alpha/beta receptor 2
DB00105,"Interferon Alfa-2b, Recombinant",BiotechDrug,P17181,Interferon alpha/beta receptor 1
DB00106,Abarelix,SmallMoleculeDrug,P30968,Gonadotropin-releasing hormone receptor
DB00107,Oxytocin,BiotechDrug,P30559,Oxytocin receptor
DB00107,Oxytocin,BiotechDrug,P01178,Oxytocin-neurophysin 1
DB00108,Natalizumab,BiotechDrug,P13612,Integrin alpha-4
DB00108,Natalizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00108,Natalizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00108,Natalizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00108,Natalizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00108,Natalizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00108,Natalizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00108,Natalizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00108,Natalizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00108,Natalizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00108,Natalizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00108,Natalizumab,BiotechDrug,P05362,Intercellular adhesion molecule 1
DB00109,Enfuvirtide,BiotechDrug,Q53I07,Envelope glycoprotein
DB00110,Palivizumab,BiotechDrug,P13843,Fusion glycoprotein F0
DB00110,Palivizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00110,Palivizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00110,Palivizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00110,Palivizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00110,Palivizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00110,Palivizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00110,Palivizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00110,Palivizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00110,Palivizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00110,Palivizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00111,Daclizumab,BiotechDrug,P01589,Interleukin-2 receptor subunit alpha
DB00111,Daclizumab,BiotechDrug,P14784,Interleukin-2 receptor subunit beta
DB00111,Daclizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00111,Daclizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00111,Daclizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00111,Daclizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00111,Daclizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00111,Daclizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00111,Daclizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00111,Daclizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00111,Daclizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00111,Daclizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00112,Bevacizumab,BiotechDrug,P15692,Vascular endothelial growth factor A
DB00112,Bevacizumab,BiotechDrug,O75015,Low affinity immunoglobulin gamma Fc region receptor III-B
DB00112,Bevacizumab,BiotechDrug,P00736,Complement C1r subcomponent
DB00112,Bevacizumab,BiotechDrug,P02745,Complement C1q subcomponent subunit A
DB00112,Bevacizumab,BiotechDrug,P02746,Complement C1q subcomponent subunit B
DB00112,Bevacizumab,BiotechDrug,P02747,Complement C1q subcomponent subunit C
DB00112,Bevacizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB00112,Bevacizumab,BiotechDrug,P12314,High affinity immunoglobulin gamma Fc receptor I
DB00112,Bevacizumab,BiotechDrug,P12318,Low affinity immunoglobulin gamma Fc region receptor II-a
DB00112,Bevacizumab,BiotechDrug,P31994,Low affinity immunoglobulin gamma Fc region receptor II-b
DB00112,Bevacizumab,BiotechDrug,P31995,Low affinity immunoglobulin gamma Fc region receptor II-c
DB00113,Technetium Tc-99m arcitumomab,BiotechDrug,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q99259,Glutamate decarboxylase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P35520,Cystathionine beta-synthase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q16719,Kynureninase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9Y697,"Cysteine desulfurase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P17174,"Aspartate aminotransferase, cytoplasmic"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P04181,"Ornithine aminotransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P11926,Ornithine decarboxylase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9NVS9,Pyridoxine-5'-phosphate oxidase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O95470,Sphingosine-1-phosphate lyase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q16773,Kynurenine--oxoglutarate transaminase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8IYQ7,Threonine synthase-like 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P06737,"Glycogen phosphorylase, liver form"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O15270,Serine palmitoyltransferase 2
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9Y600,Cysteine sulfinic acid decarboxylase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P19113,Histidine decarboxylase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96A70,Antizyme inhibitor 2
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P20132,L-serine dehydratase/L-threonine deaminase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P23378,"Glycine dehydrogenase (decarboxylating), mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P24298,Alanine aminotransferase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9Y617,Phosphoserine aminotransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P21549,Serine--pyruvate aminotransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96GD0,Pyridoxal phosphate phosphatase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O15269,Serine palmitoyltransferase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P32929,Cystathionine gamma-lyase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P54687,"Branched-chain-amino-acid aminotransferase, cytosolic"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O94903,Proline synthase co-transcribed bacterial homolog protein
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,O95954,Formimidoyltransferase-cyclodeaminase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P00505,"Aspartate aminotransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P11216,"Glycogen phosphorylase, brain form"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P11217,"Glycogen phosphorylase, muscle form"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P20711,Aromatic-L-amino-acid decarboxylase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q2TU84,Aspartate aminotransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q99259,Glutamate decarboxylase 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q53ET4,Serine hydroxymethyltransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q59FK2,Selenocysteine lyase variant
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q59GM9,"Alpha-1,4 glucan phosphorylase"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q59HE2,Ornithine aminotransferase variant
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q5JAM2,5-aminolevulinate synthase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q5VZ30,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q6IBS8,DDC protein
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q6YP21,Kynurenine--oxoglutarate transaminase 3
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q6ZQY3,Acidic amino acid decarboxylase GADL1
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96I15,Selenocysteine lyase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q6WRI0,Immunoglobulin superfamily member 10
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8IVA8,"Glutamate decarboxylase 1 (Brain, 67kDa)"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,P22557,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q8TD30,Alanine aminotransferase 2
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96EN8,Molybdenum cofactor sulfurase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96GA7,Serine dehydratase-like
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q96JQ3,P-selectin cytoplasmic tail-associated protein (PCAP)
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9BXA1,Hepatic peroxysomal alanine:glyoxylate aminotransferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9GZT4,Serine racemase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9NUV7,Serine palmitoyltransferase 3
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9UGI5,Glutamic acid decarboxylase
DB00114,Pyridoxal Phosphate,SmallMoleculeDrug,Q9UJX1,Alanine-glyoxylate aminotransferase homolog
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q99707,Methionine synthase
DB00115,Cyanocobalamin,SmallMoleculeDrug,P22033,"Methylmalonyl-CoA mutase, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9UBK8,Methionine synthase reductase
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial"
DB00115,Cyanocobalamin,SmallMoleculeDrug,Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein
DB00115,Cyanocobalamin,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P48728,"Aminomethyltransferase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogenase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q99707,Methionine synthase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,O95954,Formimidoyltransferase-cyclodeaminase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P31939,Bifunctional purine biosynthesis protein PURH
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34896,"Serine hydroxymethyltransferase, cytosolic"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P34897,"Serine hydroxymethyltransferase, mitochondrial"
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,P42898,Methylenetetrahydrofolate reductase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q53ET4,Serine hydroxymethyltransferase
DB00116,Tetrahydrofolic acid,SmallMoleculeDrug,Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial"
DB00117,Histidine,SmallMoleculeDrug,P19113,Histidine decarboxylase
DB00117,Histidine,SmallMoleculeDrug,P12081,"Histidine--tRNA ligase, cytoplasmic"
DB00117,Histidine,SmallMoleculeDrug,Q99624,Sodium-coupled neutral amino acid transporter 3
DB00117,Histidine,SmallMoleculeDrug,P42357,Histidine ammonia-lyase
DB00118,Ademetionine,SmallMoleculeDrug,Q14749,Glycine N-methyltransferase
DB00118,Ademetionine,SmallMoleculeDrug,P17707,S-adenosylmethionine decarboxylase proenzyme
DB00118,Ademetionine,SmallMoleculeDrug,P31153,S-adenosylmethionine synthase isoform type-2
DB00118,Ademetionine,SmallMoleculeDrug,P35520,Cystathionine beta-synthase
DB00118,Ademetionine,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1
DB00118,Ademetionine,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB00118,Ademetionine,SmallMoleculeDrug,Q8N1G2,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1
DB00118,Ademetionine,SmallMoleculeDrug,Q9HBK9,Arsenite methyltransferase
DB00119,Pyruvic acid,SmallMoleculeDrug,O15427,Monocarboxylate transporter 4
DB00119,Pyruvic acid,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8
DB00119,Pyruvic acid,SmallMoleculeDrug,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15375,Monocarboxylate transporter 6
DB00119,Pyruvic acid,SmallMoleculeDrug,P30613,Pyruvate kinase PKLR
DB00119,Pyruvic acid,SmallMoleculeDrug,O15403,Monocarboxylate transporter 7
DB00119,Pyruvic acid,SmallMoleculeDrug,O60669,Monocarboxylate transporter 2
DB00119,Pyruvic acid,SmallMoleculeDrug,P11177,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,P14618,Pyruvate kinase PKM
DB00119,Pyruvic acid,SmallMoleculeDrug,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
DB00119,Pyruvic acid,SmallMoleculeDrug,O15374,Monocarboxylate transporter 5
DB00119,Pyruvic acid,SmallMoleculeDrug,O95907,Monocarboxylate transporter 3
DB00119,Pyruvic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00119,Pyruvic acid,SmallMoleculeDrug,P11498,"Pyruvate carboxylase, mitochondrial"
DB00120,L-Phenylalanine,SmallMoleculeDrug,P17735,Tyrosine aminotransferase
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9Y285,Phenylalanine--tRNA ligase alpha subunit
DB00120,L-Phenylalanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase
DB00120,L-Phenylalanine,SmallMoleculeDrug,O95363,"Phenylalanine--tRNA ligase, mitochondrial"
DB00120,L-Phenylalanine,SmallMoleculeDrug,Q9NSD9,Phenylalanine--tRNA ligase beta subunit
DB00120,L-Phenylalanine,SmallMoleculeDrug,P07101,Tyrosine 3-monooxygenase
DB00121,Biotin,SmallMoleculeDrug,P05166,"Propionyl-CoA carboxylase beta chain, mitochondrial"
